corporation,product,description,investment_round,total_investment,revenue,employee_num,keyword
나이스엔써,,매출채권 팩토링 플랫폼을 운영하는 기업,pre-A,30.0억원,-,,"금융/보험/핀테크자산관리, B2B, 플랫폼/마켓플레이스, 교육/컨설팅/용역"
에임스,오토딧,"API 기반 보험 자동화 솔루션 ‘오토딧’, '오토캡쳐'를 개발하는 기업",pre-A,비공개,3.0억원,4,"금융/보험/핀테크보험/인슈어테크, 데이터, 프로그래밍개발, B2B, 용역"
지엘아이엔에스,,농업 트랙터들에 활용되는 제어 모듈을 개발 및 제조하는 기업,seed,3.0억원,5.0억원,5,"푸드/농업, 제조/하드웨어농업, 로봇, 부품, 제조기술, B2B, 상품판매/브랜드/하드웨어"
아이앰히어,아이앰히어,가구 중개 플랫폼 '아이앰히어'를 운영하는 기업,pre-A,10.0억원 이상,2.6억원,7,"홈리빙/펫디자인, 뉴스레터, 가구, 인테리어, 생활용품/소품, B2C"
헬스파크,,톡소플라즈마증 백신을 개발하는 기업,비공개,비공개,"2,772.7만원",4,"헬스케어/바이오바이오/의료, 신약, 백신, 제조기술, B2B"
씨앤피글로브,라포레,유기농 생리대 브랜드 '라포레'를 운영하는 기업,비공개,비공개,16.6억원,5,"커머스, 홈리빙/펫이커머스, 여성용품, 생활용품/소품, B2C, 여성"
지피에스랩,GPS Scrubber PS-200,유해가스 처리 시스템을 개발하는 기업,비공개,비공개,"1,670.0만원",3,"제조/하드웨어, 환경/에너지기계장비, 제조기술, B2B, 상품판매/브랜드/하드웨어"
어트랙트,,연예인 발굴 육성 및 음반 기획 매니지먼트를 운영하는 기업,비공개,100.0억원,56.5억원,28,"콘텐츠/예술미디어, 방송, 음악, 댄스/무용, 한류/K-pop, 연예인"
퓨쳐메디신,,비알콜성 지방간염 치료제를 개발하는 기업,pre-IPO,124.0억원,-,18,"헬스케어/바이오, 제조/하드웨어바이오/의료, 신약, 당뇨/고혈압/만성질환, 제조기술"
프라임뮤파마,,"미토콘드리아 활성화 저분자 신약개발을 통한 난청, 황반변성 등의 치료제를 개발하는 기업",비공개,비공개,-,,"헬스케어/바이오바이오/의료, 신약, B2B"
트루골프,,"중고 골프 클럽 인증 플랫폼 ""트루골프""를 운영하는 기업",seed,비공개,3.1억원,,"제조/하드웨어, 피트니스/스포츠골프, 제조기술, 하드웨어, B2B"
고스트스튜디오,,연예인 발굴 및 매니지먼트를 운영하는 기업,M&A,비공개,136.0억원,35,"콘텐츠/예술미디어, 방송, 영화, 드라마, 연예인, B2B, 용역"
올리고앤진파마슈티컬,,망막 오가노이드 기반의 유전성 망막질환 치료제를 개발하는 기업,seed,비공개,-,,"헬스케어/바이오바이오/의료, 신약, B2B, 상품/하드웨어"
에이스뷰,M-AVM,국내 모빌리티 차량 위치 자동 표시 시스템 솔루션을 제공하는 기업,비공개,40.0억원,30.2억원,11,"모빌리티/교통영상/비디오, 안전, 인공지능, 비전센싱/영상인식/센서"
밸로프,드루와던전,글로벌 대상 온라인 게임을 개발하는 기업,비공개,31.0억원 이상,196.0억원,,"게임, 통신/보안/데이터RPG, MMORPG, 대전게임, 캐주얼게임, 프로그래밍개발"
심심이,심심이,AI 기반 챗봇 서비스 '심심이' 및 개발자 대상 챗봇 솔루션 '심심이챗봇공방'을 운영하는 기업,비공개,비공개,3.1억원,7,"AI/딥테크/블록체인메세지, 인공지능, B2C, SaaS/엔터프라이즈, APP"
스티븐스,디어스,판교 주거 단지 관리 플랫폼 '디어스'를 운영하는 기업,M&A,비공개,28.9억원,2,"부동산/건설커뮤니티, 임대, 프롭테크, B2C, 렌탈/대여"
렉스소프트,Rex-Pro,엑셀 프로그램 기반 데이터 처리 플랫폼을 제공하는 기업,M&A,비공개,13.9억원,18,"통신/보안/데이터데이터, 빅데이터, B2B, SaaS/엔터프라이즈, 구독"
게임프로,게임PT,비대면 기반 게임 코칭 서비스 '게임PT'를 운영하는 기업,seed,비공개,2.5억원,7,"교육, 게임청소년교육, 비대면교육, 개인화교육, 대전게임, 캐주얼게임"
그린굿스,,라오스 기반 양계 구독 서비스를 제공하는 기업,seed,6.0억원,1.1억원,,"푸드/농업유통, 축산업, B2B, 구독, ESG"
올리브바이오테라퓨틱스,,노인성 황반변성 치료제를 개발하는 기업,pre-A,3.0억원 이상,-,2,"헬스케어/바이오바이오/의료, 신약, 제조기술, B2B, 시니어/실버"
리쿼스퀘어,,지역 주류 브랜드 론칭 및 구축하는 기업,seed,3.0억원,"4,896.6만원",,"푸드/농업, 제조/하드웨어유통, 전통주, 기타주류, 제조기술, B2B, B2C, 플랫폼/마켓플레이스"
나노필리아,,나노플라즈모닉 기반 치매 등 질병 조기 체외 진단 솔루션을 개발하는 기업,seed,비공개,-,9,"헬스케어/바이오바이오/의료, 진단/검사, 의료기기, 하드웨어, B2B"
더윤헬스텍,,동물용 의약품을 제조 및 연구하는 기업,비공개,비공개,3.4억원,5,"헬스케어/바이오, 홈리빙/펫바이오/의료, 신약, 제조기술, B2B"
알엔에이치바이오,,"맞춤형 기능성 엑소좀 기반 뷰티, 헬스케어 제품을 개발하는 기업",비공개,3.0억원,"2,632.3만원",,"헬스케어/바이오, 뷰티/화장품, 제조/하드웨어바이오/의료, 제조기술, 상품판매/브랜드/하드웨어"
마이스터즈,마이스터즈,가전제품 설치 및 A/S 플랫폼 '마이스터즈'를 운영하는 기업,비공개,비공개,47.8억원,19,"홈리빙/펫가전, B2B, B2C, 플랫폼/마켓플레이스, 용역"
베스트알,베스트알,드릴 비트를 재활용해 텅스텐 추출 기술을 개발하는 기업,pre-A,12.0억원 이상,295.0만원,6,"제조/하드웨어, 환경/에너지제조기술, 리사이클링/업사이클링, 폐기물, 하드웨어"
아크로,아크로,여성 패션 브랜드 '아크로'를 운영하는 기업,M&A,비공개,-,,"커머스, 패션이커머스, 의류, B2C, 여성, WEB"
파로스마린,,수소 연료전지 선외기를 개발하는 기업,seed,비공개,"1,336.4만원",7,"제조/하드웨어, 환경/에너지제조기술, 수소에너지, 하드웨어, B2B, 상품/하드웨어"
크린워시,,호텔 린넨 세탁 서비스를 제공하는 기업,M&A,비공개,36.5억원,17,"홈리빙/펫세탁, B2B, 용역"
더넥사,,디지털 자산 평가서비스를 제공하는 기업,비공개,비공개,-,4,"AI/딥테크/블록체인암호화폐, B2B, 교육/컨설팅/용역"
그린메디신,,천연물 소재 및 의료용 대마 관련 제품을 개발하는 기업,비공개,비공개,1.2억원,6,"헬스케어/바이오바이오/의료, 당뇨/고혈압/만성질환, 제조기술"
솔라네트웍시스템,,핀테크 기반 소액으로 그린에너지발전소 투자 서비스를 운영하는 기업,비공개,비공개,2.1억원,4,"환경/에너지, AI/딥테크/블록체인투자, 기타신재생에너지, 블록체인기술, B2C, 금융상품"
클롭,,AI 기반 눈 질환 관리 서비스 플랫폼을 개발하는 기업,seed,비공개,-,4,"헬스케어/바이오, AI/딥테크/블록체인디지털헬스케어, 바이오/의료, 인공지능, B2C, 플랫폼/마켓플레이스"
은하푸드웰,,조미식품 및 식품첨가물 제조 서비스를 제공하는 기업,M&A,비공개,147.2억원,42,"푸드/농업, 제조/하드웨어가공식품, 제조기술, 하드웨어, B2B"
디알큐어,,망간 기반 항암 방사선 치료 보조제를 개발하는 기업,pre-A,3.3억원 이상,2.8억원,5,"헬스케어/바이오바이오/의료, 암, 제조기술, B2B"
디케이스토어,디케이샵,휴대폰 악세사리 유통 및 판매 서비스를 제공하는 기업,seed,비공개,23.7억원,5,"커머스이커머스, 유통, 생활용품/소품, B2B, B2C"
리텍,,니켈 추출 기술 기반 니켈페라이트를 생산 및 납품하는 기업,비공개,26.0억원,15.9억원,5,"제조/하드웨어화학, 제조기술, 리사이클링/업사이클링, 폐기물"
컨포트랩,PortaCon,IoT 기반 산업용 디지털 현장 제어 시스템 구축 솔루션 개발하는 기업,seed,비공개,"3,745.0만원",6,"부동산/건설, AI/딥테크/블록체인IoT, 건축, 안전, B2B, SaaS/엔터프라이즈, 용역"
바이오엔티,필루나,"생분해성, 생체적합성 바이오 소재 기반 의료기기 및 의약품을 개발하는 기업",비공개,비공개,3.8억원,7,"헬스케어/바이오, 제조/하드웨어바이오/의료, 신약, 제조기술, 하드웨어, B2B"
재인알앤피,,천연물 항암치료제를 개발하는 기업,비공개,비공개,-,6,"헬스케어/바이오바이오/의료, 암, B2B"
럭사,,멀티파장 SWIR 기반 도로노면센서를 제조하는 기업,비공개,비공개,-,4,"제조기술, 비전센싱/영상인식/센서, B2B"
솔붐,,천연 식물보호제를 개발하는 기업,비공개,비공개,"8,400.0만원",,"헬스케어/바이오, 푸드/농업, 환경/에너지바이오/의료, 농업, 제조기술, B2B, ESG"
케이더블유바이오,,항암면역세포치료제를 연구 및 개발하는 기업,비공개,비공개,-,5,"헬스케어/바이오바이오/의료, 암, 신약, 제조기술, B2B"
이노플라텍,,플라스틱 케이블트레이 '세이프트레이'를 개발하는 기업,비공개,비공개,8.9억원,9,"제조/하드웨어, 부동산/건설제조기술, 건축, 하드웨어, B2B, 공정/자재/설비"
큐빅케이,,AI 기반 실시간 혼합물 성분 농도 측정 장비를 제조하는 기업,비공개,비공개,-,4,"제조/하드웨어, AI/딥테크/블록체인기계장비, 제조기술, 인공지능, 하드웨어, B2B"
심비스타,,물리시뮬레이터 및 가상 X-ray 이미징 시스템 통합 의료 훈련 플랫폼을 제공하는 기업,seed,3.0억원 이상,-,4,"헬스케어/바이오, 제조/하드웨어바이오/의료, 제조기술, 하드웨어, B2B, 플랫폼/마켓플레이스"
풀러팅,풀러팅,승차공유 기반 이동 공간의 새로운 경험을 제공하는 모빌리티 라이프 플랫폼 '풀러팅'을 운영하는 기업,seed,비공개,-,,"소셜미디어/커뮤니티, 모빌리티/교통커뮤니티, 데이팅, 카쉐어링/차량공유, B2B"
게임테일즈,히어로즈 리그,모바일/온라인 게임을 개발하는 기업,series A,100.0억원 이상,20.1억원,61,"게임RPG, 아케이드, 대전게임, FPS, 캐주얼게임"
한국공장지붕태양광지주,,공장 유휴지붕 활용 태양광 발전 서비스를 제공하는 기업,비공개,비공개,-,,"환경/에너지태양광, B2B, ESG"
아쿠아웍스,,수처리 및 수질개선 시스템을 개발하는 기업,비공개,비공개,34.3억원,16,"환경/에너지기계장비, 제조기술, 하드웨어, B2B"
리치에일리언,,소셜 아케이드 및 애니메이션 기반 게임을 개발하는 기업,seed,115.0억원,127.0만원,38,"게임웹툰/만화, 애니메이션, 아케이드, 대전게임, 캐주얼게임"
그로우플러스,,디지털 마케팅 기반 광고 대행 서비스를 제공하는 기업,M&A,비공개,-,,"광고/마케팅애드테크, 마케팅솔루션, 소비자조사, B2B, 광고, 콘텐츠"
나이츠브릿지,,경영 컨설팅 서비스를 제공하는 기업,M&A,비공개,-,,"광고/마케팅, 인사/비즈니스/법률마케팅솔루션, B2B, 용역, 교육/컨설팅/용역"
보로노이바이오,,의학 및 약학 관련 솔루션을 개발하는 기업,M&A,비공개,23.3억원,,"헬스케어/바이오바이오/의료, 신약, 제조기술, B2B"
딥사이드,몽글,"HR특화 서베이 솔루션 '플로디', 임직원 심리 상태 분석 '허그미', 심리 콘텐츠 소셜 데이팅 서비스 '몽글'을 운영하는 기업",seed,비공개,"5,827.3만원",,"소셜미디어/커뮤니티, 인사/비즈니스/법률커뮤니티, 데이팅, 심리상담/정신건강, 조직관리/조직문화"
쓰리브룩스테라퓨틱스,,퇴행성 뇌질환 치료 솔루션을 개발하는 기업,seed,비공개,-,9,"헬스케어/바이오바이오/의료, 신약, 제조기술, B2B, 치매"
옥스와이어즈,,와이어 및 코일을 개발하는 기업,비공개,비공개,-,3,"제조/하드웨어반도체, 소재, 제조기술, 하드웨어, B2B"
인네이처,DFI,기능성 필름 및 온실용 물순환 외피 시스템을 개발하는 기업,비공개,비공개,7.7억원,6,"제조/하드웨어소재, 제조기술, 하드웨어, B2B, ESG"
오스펌,,휘트로카이트 제조 기술 기반 골 질환 치료용 의료기기를 개발하는 기업,M&A,비공개,12.1억원,,"헬스케어/바이오, 제조/하드웨어바이오/의료, 의료기기, 소재, 제조기술, B2B"
파이브앤식스,파이브앤식스,세계캐롬연맹 대회 미디어 및 당구 플랫폼 '파이브앤식스'를 운영하는 기업,M&A,비공개,29.8억원,5,"커머스, 콘텐츠/예술, 피트니스/스포츠이커머스, 미디어, 방송, 영상/비디오, 스포츠/운동"
로제타엑소좀,,박테리아 유래의 엑소좀을 이용한 면역항암제 기술을 개발하는 기업,M&A,103.0억원 이상,"5,863.2만원",,"헬스케어/바이오, 제조/하드웨어바이오/의료, 신약, 제조기술, B2B, 상품판매/브랜드/하드웨어"
신드롬즈,,AI 기반 커스텀 패션 커머스 플랫폼을 개발하는 기업,seed,비공개,3.1억원,3,"커머스, 패션, AI/딥테크/블록체인이커머스, 큐레이션, 의류, 패션잡화, 인공지능"
하이셀텍,,항암표적치료 및 신약을 개발하는 기업,pre-A,8.0억원 이상,9.2억원,11,"헬스케어/바이오바이오/의료, 암, 신약, 제조기술, B2B"
엑서체인,ExerRing,IoT 기반 운동 관리 시스템으로 다이어트 코칭 솔루션을 개발하는 기업,seed,비공개,-,4,"피트니스/스포츠다이어트, PT/피트니스, 스포츠/운동, IoT, 제조기술"
아이제스트,,휴대용 질병 진단기기 플랫폼을 개발하는 기업,비공개,비공개,-,2,"헬스케어/바이오, 제조/하드웨어바이오/의료, 진단/검사, 의료기기, 제조기술, 하드웨어"
아이센,,응용 IoT 기술 기반 초절전형 스마트 라이팅 시스템을 제조 및 판매하는 기업,비공개,비공개,-,3,"제조/하드웨어IoT, 제조기술, 하드웨어, 비전센싱/영상인식/센서, B2B"
바스큘러인터페이스,,표면개질 기술 기반 의료용 혈관계 카테터를 제조하는 기업,seed,비공개,2.9억원,1,"헬스케어/바이오, 제조/하드웨어바이오/의료, 의료기기, 기계장비, 제조기술, 하드웨어"
드림마크원,드림마크원 인터넷데이터센터,IT비즈니스 대상 인터넷 데이터센터를 운영하는 기업,비공개,400.0억원,209.6억원,5,"인사/비즈니스/법률, 통신/보안/데이터데이터, 보안/암호화, 클라우드, 인터넷기술, B2B"
위드공감,반함,"커머스 브랜드 '역대급 커먼스' 및 반려동물 대상 사료,간식 성분분석 서비스 '반함'등을 운영하는 기업",M&A,비공개,3.5억원,,"커머스, 홈리빙/펫이커머스, 리테일테크, 사료, 펫케어/펫테크, B2C"
펠레메드,,난치암 환자들을 위한 항암제를 개발중인 기업,series A,120.0억원,-,9,"헬스케어/바이오바이오/의료, 암, 신약"
어라운드폴리,어라운드폴리,펜션과 캠핑 기반 아웃도어 서비스를 제공하는 기업,M&A,비공개,6.5억원,3,"여행/레저숙박, 여행정보, 캠핑, 레저/액티비티, B2C"
경기진흥주택관리,,공동주택 위탁관리 서비스를 제공하는 기업,M&A,비공개,14.3억원,16,"부동산/건설주차, B2B, 용역, 교육/컨설팅/용역"
오예커뮤니케이션,오예이알피,여행사 대상 예약시스템 제공 및 ERP솔루션을 개발하는 기업,M&A,비공개,14.7억원,19,"여행/레저숙박, 항공권, 레저/액티비티, B2B, SaaS/엔터프라이즈"
더스팟,더스팟,디지털 포렌식 서비스를 제공하는 기업,M&A,비공개,"5,176.1만원",5,"통신/보안/데이터데이터, 보안/암호화, 모바일기술, B2B, B2C, 소프트웨어"
앱티스,,표적항암제와 골관절염 개량 신약을 개발하는 기업,series B,199.0억원 이상,"4,000.0만원",21,"헬스케어/바이오바이오/의료, 암, 신약, B2B, 상품판매/브랜드/하드웨어"
작가컴퍼니,,"웹소설, 웹툰을 제작하는 기업",seed,60.0억원,168.7억원,58,"콘텐츠/예술출판, 웹툰/만화, B2C, WEB, 콘텐츠, 웹소설"
알렉스디자인,,공간 건축 솔루션을 제공하는 기업,M&A,비공개,12.4억원,7,"홈리빙/펫인테리어, 리모델링, B2B, B2C, 용역, WEB"
페라자,,수술 로봇 제조 및 뇌혈관치료 솔루션을 개발하는 기업,비공개,비공개,10.5억원,4,"헬스케어/바이오, 제조/하드웨어바이오/의료, 로봇, 제조기술, 하드웨어, B2B"
트립박스,트립박스,여행서비스 판매관리 통합 솔루션을 운영하는 기업,pre-A,35.0억원,4.7억원,11,"여행/레저디자인, 숙박, 항공권, 여행정보, B2B, B2C, WEB"
